iso3,ano,asr_dalys_(anos_de_vida_perdidos_ajustados_por_incapacidade),asr_deaths,asr_incidence,asr_ylds_(anos_vividos_com_incapacidade),asr_ylls_(anos_de_vida_perdidos_por_morte_prematura),alfabetizacao_adultos_pct,expectativa_vida,pib_per_capita,urbanizacao_pct
SLV,2020,50.92869608847423,2.197963311280837,2.13210687032,0.5867074384700001,50.3419886652584,89.9800033569336,70.244,3997.19279583709,73.0570220947266
SLV,2021,54.13872314222783,2.3527452104032687,2.28027734172,0.59787088668,53.54085227109445,89.0586486323527,69.941,4642.60743101342,73.6838531494141
SLV,2022,52.60469254468128,2.30664120498322,2.23398796246,0.61652133359,51.98817122712011,89.3537151570456,71.969,5074.60050994225,74.1465021298679
SLV,2023,52.67551964482274,2.3011329392569606,2.23806463195,0.61440649298,52.06111316782187,89.8499984741211,72.099,5319.7195268688,74.6080675149903
SMR,2010,25.1803511784916,1.0628517135008009,1.23442311213,0.38902648863,24.791324699977263,,83.464,56543.190562068,97.074615769187
SMR,2011,23.795247600253333,1.0062193559869013,1.17152801966,0.36944389045,23.4258037194133,,83.713,55601.4008139955,97.0999984741211
SMR,2012,22.58056801906239,0.9580646384652788,1.11631864672,0.35168336443,22.22888466377764,,83.943,47945.8917557105,97.0999984741211
SMR,2013,21.43224070437324,0.9154009618305566,1.06475716253,0.33895454788,21.09328616530248,,84.175,50807.8206340193,97.0999984741211
SMR,2014,20.43323546878566,0.8719133903223124,1.0164524464,0.32373138136,20.10950409583976,,84.394,51260.4804236805,97.0999984741211
SMR,2015,19.79725008766848,0.8492251312710513,0.98830267294,0.31641940377,19.480830692129743,,84.596,43146.8035302005,97.0999984741211
SMR,2016,19.25555089773851,0.8269797576982096,0.96282699068,0.3090849729,18.946465932870968,,84.775,44359.4574206971,97.0999984741211
SMR,2017,18.374779056300024,0.7858678843397798,0.91968013605,0.29689858113,18.077880482890667,,84.933,45192.0530047599,97.0999984741211
SMR,2018,17.816375231936412,0.762286912362107,0.89435162188,0.29000271725,17.526372522224985,,85.095,47950.7076296808,97.0999984741211
SMR,2019,17.89833903852486,0.7699863731775505,0.90238807813,0.2927256449199999,17.605613401211826,,85.257,46626.9998571568,97.0999984741211
SMR,2020,16.878106294396115,0.7381519410003885,0.86485857326,0.28419317953,16.593913122250456,,82.65,44426.6259613672,97.0999984741211
SMR,2021,17.163827080316878,0.7251954867664872,0.87192117971,0.29379690651,16.870030181441468,,83.539,54168.9744311193,97.1035668453272
SMR,2022,19.20734116357435,0.7873788044015974,0.96991698417,0.32448667222,18.88285449979485,99.9100036621094,85.708,54264.5837022908,97.1141889380465
SMR,2023,21.05388987883657,0.8894180199780641,1.06540272389,0.34242316986,20.711466717881944,,85.706,59871.3288101478,97.1317310361655
SOM,2010,155.78674125421225,5.825484438389238,5.71736543622,1.71829980315,154.06844149573607,,48.9,219.202453852397,38.5735080618592
SOM,2011,155.3006801537948,5.792925972915602,5.6889264578,1.69068698944,153.6099932083127,,32.453,235.325945610434,39.380318284448
SOM,2012,154.91290412268702,5.770051984659224,5.67123896852,1.70080824964,153.21209591727276,,49.138,350.261946720512,40.2722730087349
SOM,2013,154.94018387181913,5.77172255227631,5.67496402178,1.70425355676,153.23593035936912,,54.016,393.398703952979,41.2593474250273
SOM,2014,156.88458321225946,5.835298132843218,5.74112302968,1.71281035118,155.1717729056164,,54.442,429.431656725102,42.3515167236328
SOM,2015,159.11701022931217,5.902910079674924,5.81320308046,1.73520526205,157.3818050123795,,55.056,445.583080073396,43.8618107408479
SOM,2016,161.86848840674153,5.98572154452972,5.90196499725,1.7567224193600002,160.1117660330529,,55.283,460.928490585175,45.942842729174
SOM,2017,163.30578526702317,6.021359329410908,5.94399653086,1.7690187571,161.5367665559209,,52.19,510.939952317726,48.3639630032265
SOM,2018,164.3867429544623,6.044655970522392,5.97368663528,1.7748717020599998,162.6118712985469,,54.767,509.497273804534,50.9506215336872
SOM,2019,167.21162559733276,6.139469606000403,6.07131950154,1.7912759526,165.4203496913051,63.6579378279423,57.249,539.954816211694,51.6421170703225
SOM,2020,162.95176176702307,6.0844412971865385,5.980242276169999,1.87801453073,161.07374728512096,,57.095,518.16113333875,52.286318011754
SOM,2021,202.3812362507405,7.589359860691101,7.45421784841,2.25736818751,200.1238681219173,,55.703,549.056994756254,52.9060649733324
